,experiment,prep_date,neuron,firing_rate,timing,group,culture_ID
220,with-metal-disc,27-01-2023,7,0.0,1st,sham,5-1-2
221,with-metal-disc,27-01-2023,8,0.0,1st,sham,5-1-2
222,with-metal-disc,27-01-2023,9,0.008333333333333333,1st,sham,5-1-2
223,with-metal-disc,27-01-2023,10,0.008333333333333333,1st,sham,5-1-2
224,with-metal-disc,27-01-2023,12,0.008333333333333333,1st,sham,5-1-2
225,with-metal-disc,27-01-2023,1,0.008333333333333333,2nd,sham,5-1-2
226,with-metal-disc,27-01-2023,2,0.008333333333333333,2nd,sham,5-1-2
227,with-metal-disc,27-01-2023,3,0.0,2nd,sham,5-1-2
228,with-metal-disc,27-01-2023,4,0.008333333333333333,2nd,sham,5-1-2
229,with-metal-disc,27-01-2023,5,0.008333333333333333,2nd,sham,5-1-2
230,with-metal-disc,27-01-2023,6,0.016666666666666666,2nd,sham,5-1-2
231,with-metal-disc,27-01-2023,8,0.016666666666666666,2nd,sham,5-1-2
232,with-metal-disc,27-01-2023,9,0.016666666666666666,2nd,sham,5-1-2
233,with-metal-disc,27-01-2023,10,0.008333333333333333,2nd,sham,5-1-2
234,with-metal-disc,27-01-2023,1,0.025,1st,stim,5-2-2
235,with-metal-disc,27-01-2023,2,0.025,1st,stim,5-2-2
236,with-metal-disc,27-01-2023,3,0.008333333333333333,1st,stim,5-2-2
237,with-metal-disc,27-01-2023,4,0.016666666666666666,1st,stim,5-2-2
238,with-metal-disc,27-01-2023,5,0.025,1st,stim,5-2-2
239,with-metal-disc,27-01-2023,6,0.0,1st,stim,5-2-2
240,with-metal-disc,27-01-2023,7,0.016666666666666666,1st,stim,5-2-2
241,with-metal-disc,27-01-2023,8,0.025,1st,stim,5-2-2
242,with-metal-disc,27-01-2023,9,0.016666666666666666,1st,stim,5-2-2
243,with-metal-disc,27-01-2023,10,0.025,1st,stim,5-2-2
244,with-metal-disc,27-01-2023,11,0.03333333333333333,1st,stim,5-2-2
245,with-metal-disc,27-01-2023,12,0.0,1st,stim,5-2-2
246,with-metal-disc,27-01-2023,13,0.016666666666666666,1st,stim,5-2-2
247,with-metal-disc,27-01-2023,14,0.016666666666666666,1st,stim,5-2-2
248,with-metal-disc,27-01-2023,15,0.03333333333333333,1st,stim,5-2-2
249,with-metal-disc,27-01-2023,16,0.008333333333333333,1st,stim,5-2-2
250,with-metal-disc,27-01-2023,17,0.041666666666666664,1st,stim,5-2-2
251,with-metal-disc,27-01-2023,18,0.016666666666666666,1st,stim,5-2-2
252,with-metal-disc,27-01-2023,20,0.0,1st,stim,5-2-2
253,with-metal-disc,27-01-2023,21,0.008333333333333333,1st,stim,5-2-2
254,with-metal-disc,27-01-2023,22,0.041666666666666664,1st,stim,5-2-2
255,with-metal-disc,27-01-2023,23,0.0,1st,stim,5-2-2
256,with-metal-disc,27-01-2023,24,0.008333333333333333,1st,stim,5-2-2
257,with-metal-disc,27-01-2023,25,0.008333333333333333,1st,stim,5-2-2
258,with-metal-disc,27-01-2023,26,0.008333333333333333,1st,stim,5-2-2
259,with-metal-disc,27-01-2023,27,0.016666666666666666,1st,stim,5-2-2
260,with-metal-disc,27-01-2023,28,0.008333333333333333,1st,stim,5-2-2
261,with-metal-disc,27-01-2023,29,0.0,1st,stim,5-2-2
262,with-metal-disc,27-01-2023,31,0.03333333333333333,1st,stim,5-2-2
263,with-metal-disc,27-01-2023,1,0.016666666666666666,2nd,stim,5-2-2
264,with-metal-disc,27-01-2023,2,0.0,2nd,stim,5-2-2
265,with-metal-disc,27-01-2023,3,0.016666666666666666,2nd,stim,5-2-2
266,with-metal-disc,27-01-2023,4,0.0,2nd,stim,5-2-2
267,with-metal-disc,27-01-2023,5,0.008333333333333333,2nd,stim,5-2-2
268,with-metal-disc,27-01-2023,6,0.0,2nd,stim,5-2-2
269,with-metal-disc,27-01-2023,7,0.0,2nd,stim,5-2-2
270,with-metal-disc,27-01-2023,9,0.008333333333333333,2nd,stim,5-2-2
271,with-metal-disc,27-01-2023,10,0.016666666666666666,2nd,stim,5-2-2
272,with-metal-disc,27-01-2023,12,0.016666666666666666,2nd,stim,5-2-2
273,with-metal-disc,27-01-2023,13,0.016666666666666666,2nd,stim,5-2-2
274,with-metal-disc,27-01-2023,14,0.008333333333333333,2nd,stim,5-2-2
275,with-metal-disc,27-01-2023,15,0.008333333333333333,2nd,stim,5-2-2
276,with-metal-disc,27-01-2023,16,0.008333333333333333,2nd,stim,5-2-2
277,with-metal-disc,27-01-2023,17,0.025,2nd,stim,5-2-2
278,with-metal-disc,27-01-2023,18,0.0,2nd,stim,5-2-2
279,with-metal-disc,27-01-2023,19,0.025,2nd,stim,5-2-2
280,with-metal-disc,27-01-2023,22,0.0,2nd,stim,5-2-2
281,with-metal-disc,27-01-2023,23,0.0,2nd,stim,5-2-2
